Game 1: Player1=2, Player2=2, Winner=0
Game 7558: Player1=4, Player2=6, Winner=2
Game 7559: Player1=6, Player2=5, Winner=1
Game 7560: Player1=5, Player2=5, Winner=0
Game 7561: Player1=3, Player2=2, Winner=1
Game 7562: Player1=4, Player2=4, Winner=0
Game 7563: Player1=4, Player2=4, Winner=0
Game 7564: Player1=5, Player2=2, Winner=1
Game 7565: Player1=5, Player2=2, Winner=1
Game 7566: Player1=2, Player2=3, Winner=2
Game 7567: Player1=6, Player2=6, Winner=0
Game 7568: Player1=6, Player2=2, Winner=1
Game 7569: Player1=5, Player2=4, Winner=1
Game 7570: Player1=5, Player2=5, Winner=0
Game 7571: Player1=5, Player2=2, Winner=1
Game 7572: Player1=1, Player2=5, Winner=2
Game 7573: Player1=2, Player2=6, Winner=2
Game 7574: Player1=6, Player2=1, Winner=1
Game 7575: Player1=5, Player2=6, Winner=2
Game 7576: Player1=2, Player2=1, Winner=1
Game 7577: Player1=6, Player2=5, Winner=1
Game 7578: Player1=3, Player2=1, Winner=1
Game 7579: Player1=6, Player2=5, Winner=1
Game 7580: Player1=1, Player2=1, Winner=0
Game 7581: Player1=1, Player2=3, Winner=2
Game 7582: Player1=1, Player2=6, Winner=2
Game 7583: Player1=5, Player2=1, Winner=1
Game 7584: Player1=6, Player2=5, Winner=1
Game 7585: Player1=6, Player2=4, Winner=1
Game 7586: Player1=3, Player2=6, Winner=2
Game 7587: Player1=5, Player2=3, Winner=1
Game 7588: Player1=5, Player2=3, Winner=1
Game 7589: Player1=1, Player2=1, Winner=0
Game 7590: Player1=6, Player2=1, Winner=1
Game 7591: Player1=1, Player2=1, Winner=0
Game 7592: Player1=1, Player2=1, Winner=0
Game 7593: Player1=3, Player2=4, Winner=2
Game 7594: Player1=4, Player2=1, Winner=1
Game 7595: Player1=3, Player2=6, Winner=2
Game 7596: Player1=6, Player2=1, Winner=1
Game 7597: Player1=3, Player2=2, Winner=1
Game 7598: Player1=4, Player2=4, Winner=0
Game 7599: Player1=4, Player2=2, Winner=1
Game 7600: Player1=3, Player2=1, Winner=1
Game 7601: Player1=5, Player2=1, Winner=1
Game 7602: Player1=4, Player2=5, Winner=2
Game 7603: Player1=3, Player2=6, Winner=2
Game 7604: Player1=3, Player2=2, Winner=1
Game 7605: Player1=4, Player2=4, Winner=0
Game 7606: Player1=1, Player2=3, Winner=2
Game 7607: Player1=6, Player2=4, Winner=1
Game 7608: Player1=4, Player2=3, Winner=1
Game 7609: Player1=3, Player2=4, Winner=2
Game 7610: Player1=1, Player2=5, Winner=2
Game 7611: Player1=1, Player2=6, Winner=2
Game 7612: Player1=5, Player2=1, Winner=1
Game 7613: Player1=2, Player2=3, Winner=2
Game 7614: Player1=1, Player2=4, Winner=2
Game 7615: Player1=4, Player2=2, Winner=1
Game 7616: Player1=2, Player2=3, Winner=2
Game 7617: Player1=1, Player2=1, Winner=0
Game 7618: Player1=2, Player2=1, Winner=1
Game 7619: Player1=3, Player2=5, Winner=2
Game 7620: Player1=5, Player2=3, Winner=1
Game 7621: Player1=3, Player2=2, Winner=1
Game 7622: Player1=2, Player2=3, Winner=2
Game 7623: Player1=1, Player2=4, Winner=2
Game 7624: Player1=5, Player2=6, Winner=2
Game 7625: Player1=3, Player2=4, Winner=2
Game 7626: Player1=1, Player2=1, Winner=0
Game 7627: Player1=1, Player2=2, Winner=2
Game 7628: Player1=3, Player2=4, Winner=2
Game 7629: Player1=2, Player2=6, Winner=2
Game 7630: Player1=6, Player2=1, Winner=1
Game 7631: Player1=6, Player2=1, Winner=1
Game 7632: Player1=2, Player2=3, Winner=2
Game 7633: Player1=6, Player2=6, Winner=0
Game 7634: Player1=4, Player2=3, Winner=1
Game 7635: Player1=1, Player2=2, Winner=2
Game 7636: Player1=4, Player2=2, Winner=1
Game 7637: Player1=2, Player2=6, Winner=2
Game 7638: Player1=3, Player2=5, Winner=2
Game 7639: Player1=3, Player2=6, Winner=2
Game 7640: Player1=3, Player2=5, Winner=2
Game 7641: Player1=1, Player2=5, Winner=2
Game 7642: Player1=6, Player2=3, Winner=1
Game 7643: Player1=2, Player2=4, Winner=2
Game 7644: Player1=4, Player2=3, Winner=1
Game 7645: Player1=1, Player2=2, Winner=2
Game 7646: Player1=5, Player2=1, Winner=1
Game 7647: Player1=5, Player2=5, Winner=0
Game 7648: Player1=3, Player2=1, Winner=1
Game 7649: Player1=2, Player2=5, Winner=2
Game 7650: Player1=5, Player2=5, Winner=0
Game 7651: Player1=1, Player2=1, Winner=0
Game 7652: Player1=6, Player2=2, Winner=1
Game 7653: Player1=5, Player2=3, Winner=1
Game 7654: Player1=4, Player2=4, Winner=0
Game 7655: Player1=5, Player2=2, Winner=1
Game 7656: Player1=3, Player2=5, Winner=2
Game 7657: Player1=5, Player2=3, Winner=1
Game 7658: Player1=2, Player2=3, Winner=2
Game 7659: Player1=6, Player2=6, Winner=0
Game 7660: Player1=5, Player2=6, Winner=2
Game 7661: Player1=6, Player2=5, Winner=1
Game 7662: Player1=3, Player2=1, Winner=1
Game 7663: Player1=3, Player2=6, Winner=2
Game 7664: Player1=6, Player2=5, Winner=1
Game 7665: Player1=5, Player2=3, Winner=1
Game 7666: Player1=6, Player2=2, Winner=1
Game 7667: Player1=1, Player2=5, Winner=2
Game 7668: Player1=2, Player2=5, Winner=2
Game 7669: Player1=2, Player2=1, Winner=1
Game 7670: Player1=1, Player2=1, Winner=0
Game 7671: Player1=1, Player2=6, Winner=2
Game 7672: Player1=2, Player2=5, Winner=2
Game 7673: Player1=3, Player2=3, Winner=0
Game 7674: Player1=4, Player2=3, Winner=1
Game 7675: Player1=6, Player2=5, Winner=1
Game 7676: Player1=3, Player2=2, Winner=1
Game 7677: Player1=1, Player2=4, Winner=2
Game 7678: Player1=4, Player2=6, Winner=2
Game 7679: Player1=1, Player2=2, Winner=2
Game 7680: Player1=3, Player2=3, Winner=0
Game 7681: Player1=6, Player2=1, Winner=1
Game 7682: Player1=3, Player2=5, Winner=2
Game 7683: Player1=1, Player2=1, Winner=0
Game 7684: Player1=2, Player2=4, Winner=2
Game 7685: Player1=2, Player2=3, Winner=2
Game 7686: Player1=5, Player2=1, Winner=1
Game 7687: Player1=6, Player2=6, Winner=0
Game 7688: Player1=4, Player2=6, Winner=2
Game 7689: Player1=6, Player2=2, Winner=1
Game 7690: Player1=2, Player2=3, Winner=2
Game 7691: Player1=4, Player2=6, Winner=2
Game 7692: Player1=3, Player2=4, Winner=2
Game 7693: Player1=2, Player2=3, Winner=2
Game 7694: Player1=1, Player2=4, Winner=2
Game 7695: Player1=4, Player2=5, Winner=2
Game 7696: Player1=4, Player2=4, Winner=0
Game 7697: Player1=1, Player2=6, Winner=2
Game 7698: Player1=2, Player2=2, Winner=0
Game 7699: Player1=1, Player2=5, Winner=2
Game 7700: Player1=3, Player2=4, Winner=2
Game 7701: Player1=5, Player2=4, Winner=1
Game 7702: Player1=5, Player2=5, Winner=0
Game 7703: Player1=5, Player2=3, Winner=1
Game 7704: Player1=3, Player2=5, Winner=2
Game 7705: Player1=5, Player2=4, Winner=1
Game 7706: Player1=4, Player2=1, Winner=1
Game 7707: Player1=2, Player2=2, Winner=0
Game 7708: Player1=1, Player2=3, Winner=2
Game 7709: Player1=2, Player2=5, Winner=2
Game 7710: Player1=1, Player2=4, Winner=2
Game 7711: Player1=5, Player2=6, Winner=2
Game 7712: Player1=4, Player2=2, Winner=1
Game 7713: Player1=2, Player2=5, Winner=2
Game 7714: Player1=5, Player2=2, Winner=1
Game 7715: Player1=2, Player2=2, Winner=0
Game 7716: Player1=2, Player2=3, Winner=2
Game 7717: Player1=2, Player2=1, Winner=1
Game 7718: Player1=5, Player2=6, Winner=2
Game 7719: Player1=6, Player2=3, Winner=1
Game 7720: Player1=6, Player2=5, Winner=1
Game 7721: Player1=2, Player2=6, Winner=2
Game 7722: Player1=6, Player2=5, Winner=1
Game 7723: Player1=1, Player2=2, Winner=2
Game 7724: Player1=6, Player2=2, Winner=1
Game 7725: Player1=4, Player2=5, Winner=2
Game 7726: Player1=3, Player2=4, Winner=2
Game 7727: Player1=2, Player2=3, Winner=2
Game 7728: Player1=4, Player2=3, Winner=1
Game 7729: Player1=1, Player2=2, Winner=2
Game 7730: Player1=1, Player2=6, Winner=2
Game 7731: Player1=4, Player2=4, Winner=0
Game 7732: Player1=4, Player2=5, Winner=2
Game 7733: Player1=6, Player2=2, Winner=1
Game 7734: Player1=1, Player2=6, Winner=2
Game 7735: Player1=2, Player2=6, Winner=2
Game 7736: Player1=4, Player2=6, Winner=2
Game 7737: Player1=5, Player2=3, Winner=1
Game 7738: Player1=4, Player2=5, Winner=2
Game 7739: Player1=6, Player2=4, Winner=1
Game 7740: Player1=5, Player2=4, Winner=1
Game 7741: Player1=2, Player2=1, Winner=1
Game 7742: Player1=2, Player2=1, Winner=1
Game 7743: Player1=1, Player2=1, Winner=0
Game 7744: Player1=4, Player2=4, Winner=0
Game 7745: Player1=6, Player2=4, Winner=1
Game 7746: Player1=4, Player2=1, Winner=1
Game 7747: Player1=1, Player2=2, Winner=2
Game 7748: Player1=3, Player2=2, Winner=1
Game 7749: Player1=2, Player2=4, Winner=2
Game 7750: Player1=1, Player2=6, Winner=2
Game 7751: Player1=1, Player2=1, Winner=0
Game 7752: Player1=5, Player2=5, Winner=0
Game 7753: Player1=6, Player2=2, Winner=1
Game 7754: Player1=6, Player2=2, Winner=1
Game 7755: Player1=2, Player2=4, Winner=2
Game 7756: Player1=2, Player2=5, Winner=2
Game 7757: Player1=5, Player2=5, Winner=0
Game 7758: Player1=1, Player2=5, Winner=2
Game 7759: Player1=4, Player2=6, Winner=2
Game 7760: Player1=1, Player2=5, Winner=2
Game 7761: Player1=1, Player2=3, Winner=2
Game 7762: Player1=5, Player2=4, Winner=1
Game 7763: Player1=2, Player2=5, Winner=2
Game 7764: Player1=4, Player2=6, Winner=2
Game 7765: Player1=5, Player2=3, Winner=1
Game 7766: Player1=2, Player2=2, Winner=0
Game 7767: Player1=4, Player2=3, Winner=1
Game 7768: Player1=4, Player2=1, Winner=1
Game 7769: Player1=1, Player2=4, Winner=2
Game 7770: Player1=5, Player2=1, Winner=1
Game 7771: Player1=2, Player2=3, Winner=2
Game 7772: Player1=4, Player2=6, Winner=2
Game 7773: Player1=5, Player2=6, Winner=2
Game 7774: Player1=5, Player2=4, Winner=1
Game 7775: Player1=3, Player2=4, Winner=2
Game 7776: Player1=5, Player2=5, Winner=0
Game 7777: Player1=3, Player2=3, Winner=0
Game 7778: Player1=3, Player2=1, Winner=1
Game 7779: Player1=4, Player2=3, Winner=1
Game 7780: Player1=4, Player2=6, Winner=2
Game 7781: Player1=6, Player2=1, Winner=1
Game 7782: Player1=4, Player2=5, Winner=2
Game 7783: Player1=6, Player2=5, Winner=1
Game 7784: Player1=5, Player2=6, Winner=2
Game 7785: Player1=3, Player2=3, Winner=0
Game 7786: Player1=2, Player2=5, Winner=2
Game 7787: Player1=2, Player2=3, Winner=2
Game 7788: Player1=5, Player2=4, Winner=1
Game 7789: Player1=2, Player2=4, Winner=2
Game 7790: Player1=4, Player2=1, Winner=1
Game 7791: Player1=2, Player2=4, Winner=2
Game 7792: Player1=6, Player2=5, Winner=1
Game 7793: Player1=1, Player2=5, Winner=2
Game 7794: Player1=2, Player2=6, Winner=2
Game 7795: Player1=5, Player2=6, Winner=2
Game 7796: Player1=1, Player2=1, Winner=0
Game 7797: Player1=6, Player2=3, Winner=1
Game 7798: Player1=4, Player2=1, Winner=1
Game 7799: Player1=2, Player2=2, Winner=0
Game 7800: Player1=3, Player2=5, Winner=2
Game 7801: Player1=4, Player2=1, Winner=1
Game 7802: Player1=4, Player2=6, Winner=2
Game 7803: Player1=3, Player2=2, Winner=1
Game 7804: Player1=5, Player2=2, Winner=1
Game 7805: Player1=5, Player2=1, Winner=1
Game 7806: Player1=2, Player2=3, Winner=2
Game 7807: Player1=5, Player2=3, Winner=1
Game 7808: Player1=2, Player2=2, Winner=0
Game 7809: Player1=3, Player2=6, Winner=2
Game 7810: Player1=4, Player2=3, Winner=1
Game 7811: Player1=3, Player2=1, Winner=1
Game 7812: Player1=4, Player2=2, Winner=1
Game 7813: Player1=4, Player2=6, Winner=2
Game 7814: Player1=5, Player2=1, Winner=1
Game 7815: Player1=3, Player2=6, Winner=2
Game 7816: Player1=2, Player2=5, Winner=2
Game 7817: Player1=2, Player2=3, Winner=2
Game 7818: Player1=1, Player2=2, Winner=2
Game 7819: Player1=4, Player2=6, Winner=2
Game 7820: Player1=1, Player2=6, Winner=2
Game 7821: Player1=5, Player2=4, Winner=1
Game 7822: Player1=4, Player2=3, Winner=1
Game 7823: Player1=5, Player2=3, Winner=1
Game 7824: Player1=1, Player2=3, Winner=2
Game 7825: Player1=3, Player2=6, Winner=2
Game 7826: Player1=3, Player2=5, Winner=2
Game 7827: Player1=6, Player2=4, Winner=1
Game 7828: Player1=2, Player2=5, Winner=2
Game 7829: Player1=2, Player2=1, Winner=1
Game 7830: Player1=2, Player2=6, Winner=2
Game 7831: Player1=4, Player2=3, Winner=1
Game 7832: Player1=2, Player2=1, Winner=1
Game 7833: Player1=3, Player2=1, Winner=1
Game 7834: Player1=4, Player2=1, Winner=1
Game 7835: Player1=1, Player2=2, Winner=2
Game 7836: Player1=6, Player2=1, Winner=1
Game 7837: Player1=4, Player2=3, Winner=1
Game 7838: Player1=2, Player2=6, Winner=2
Game 7839: Player1=4, Player2=3, Winner=1
Game 7840: Player1=5, Player2=6, Winner=2
Game 7841: Player1=1, Player2=1, Winner=0
Game 7842: Player1=6, Player2=6, Winner=0
Game 7843: Player1=4, Player2=3, Winner=1
Game 7844: Player1=1, Player2=2, Winner=2
Game 7845: Player1=4, Player2=3, Winner=1
Game 7846: Player1=2, Player2=4, Winner=2
Game 7847: Player1=6, Player2=3, Winner=1
Game 7848: Player1=4, Player2=4, Winner=0
Game 7849: Player1=3, Player2=6, Winner=2
Game 7850: Player1=5, Player2=1, Winner=1
Game 7851: Player1=3, Player2=4, Winner=2
Game 7852: Player1=4, Player2=6, Winner=2
Game 7853: Player1=1, Player2=3, Winner=2
Game 7854: Player1=3, Player2=2, Winner=1
Game 7855: Player1=2, Player2=2, Winner=0
Game 7856: Player1=6, Player2=4, Winner=1
Game 7857: Player1=6, Player2=5, Winner=1
Game 7858: Player1=6, Player2=3, Winner=1
Game 7859: Player1=1, Player2=4, Winner=2
Game 7860: Player1=2, Player2=6, Winner=2
Game 7861: Player1=2, Player2=5, Winner=2
Game 7862: Player1=4, Player2=3, Winner=1
Game 7863: Player1=5, Player2=6, Winner=2
Game 7864: Player1=5, Player2=6, Winner=2
Game 7865: Player1=6, Player2=5, Winner=1
Game 7866: Player1=3, Player2=2, Winner=1
Game 7867: Player1=2, Player2=2, Winner=0
Game 7868: Player1=2, Player2=1, Winner=1
Game 7869: Player1=3, Player2=1, Winner=1
Game 7870: Player1=1, Player2=6, Winner=2
Game 7871: Player1=2, Player2=3, Winner=2
Game 7872: Player1=2, Player2=1, Winner=1
Game 7873: Player1=5, Player2=4, Winner=1
Game 7874: Player1=1, Player2=5, Winner=2
Game 7875: Player1=5, Player2=2, Winner=1
Game 7876: Player1=6, Player2=6, Winner=0
Game 7877: Player1=1, Player2=5, Winner=2
Game 7878: Player1=1, Player2=4, Winner=2
Game 7879: Player1=1, Player2=4, Winner=2
Game 7880: Player1=2, Player2=4, Winner=2
Game 7881: Player1=1, Player2=2, Winner=2
Game 7882: Player1=3, Player2=3, Winner=0
Game 7883: Player1=1, Player2=1, Winner=0
Game 7884: Player1=6, Player2=6, Winner=0
Game 7885: Player1=6, Player2=2, Winner=1
Game 7886: Player1=6, Player2=1, Winner=1
Game 7887: Player1=5, Player2=3, Winner=1
Game 7888: Player1=5, Player2=5, Winner=0
Game 7889: Player1=3, Player2=5, Winner=2
Game 7890: Player1=3, Player2=2, Winner=1
Game 7891: Player1=5, Player2=5, Winner=0
Game 7892: Player1=2, Player2=1, Winner=1
Game 7893: Player1=3, Player2=4, Winner=2
Game 7894: Player1=1, Player2=5, Winner=2
Game 7895: Player1=2, Player2=5, Winner=2
Game 7896: Player1=4, Player2=2, Winner=1
Game 7897: Player1=3, Player2=3, Winner=0
Game 7898: Player1=5, Player2=1, Winner=1
Game 7899: Player1=4, Player2=6, Winner=2
Game 7900: Player1=4, Player2=6, Winner=2
Game 7901: Player1=6, Player2=1, Winner=1
Game 7902: Player1=4, Player2=2, Winner=1
Game 7903: Player1=1, Player2=4, Winner=2
Game 7904: Player1=5, Player2=6, Winner=2
Game 7905: Player1=3, Player2=4, Winner=2
Game 7906: Player1=2, Player2=2, Winner=0
Game 7907: Player1=3, Player2=2, Winner=1
Game 7908: Player1=4, Player2=6, Winner=2
Game 7909: Player1=5, Player2=5, Winner=0
Game 7910: Player1=4, Player2=2, Winner=1
Game 7911: Player1=2, Player2=1, Winner=1
Game 7912: Player1=1, Player2=1, Winner=0
Game 7913: Player1=5, Player2=6, Winner=2
Game 7914: Player1=1, Player2=2, Winner=2
Game 7915: Player1=6, Player2=5, Winner=1
Game 7916: Player1=5, Player2=3, Winner=1
Game 7917: Player1=3, Player2=3, Winner=0
Game 7918: Player1=3, Player2=2, Winner=1
Game 7919: Player1=5, Player2=3, Winner=1
Game 7920: Player1=5, Player2=3, Winner=1
Game 7921: Player1=5, Player2=3, Winner=1
Game 7922: Player1=3, Player2=5, Winner=2
Game 7923: Player1=6, Player2=5, Winner=1
Game 7924: Player1=4, Player2=1, Winner=1
Game 7925: Player1=1, Player2=3, Winner=2
Game 7926: Player1=6, Player2=6, Winner=0
Game 7927: Player1=2, Player2=2, Winner=0
Game 7928: Player1=3, Player2=5, Winner=2
Game 7929: Player1=6, Player2=5, Winner=1
Game 7930: Player1=2, Player2=2, Winner=0
Game 7931: Player1=5, Player2=5, Winner=0
Game 7932: Player1=2, Player2=6, Winner=2
Game 7933: Player1=1, Player2=6, Winner=2
Game 7934: Player1=3, Player2=3, Winner=0
Game 7935: Player1=4, Player2=4, Winner=0
Game 7936: Player1=1, Player2=6, Winner=2
Game 7937: Player1=5, Player2=1, Winner=1
Game 7938: Player1=3, Player2=2, Winner=1
Game 7939: Player1=1, Player2=2, Winner=2
Game 7940: Player1=2, Player2=6, Winner=2
Game 7941: Player1=2, Player2=4, Winner=2
Game 7942: Player1=1, Player2=1, Winner=0
Game 7943: Player1=1, Player2=4, Winner=2
Game 7944: Player1=3, Player2=6, Winner=2
Game 7945: Player1=6, Player2=2, Winner=1
Game 7946: Player1=5, Player2=2, Winner=1
Game 7947: Player1=4, Player2=6, Winner=2
Game 7948: Player1=4, Player2=1, Winner=1
Game 7949: Player1=6, Player2=2, Winner=1
Game 7950: Player1=4, Player2=4, Winner=0
Game 7951: Player1=6, Player2=4, Winner=1
Game 7952: Player1=5, Player2=6, Winner=2
Game 7953: Player1=2, Player2=6, Winner=2
Game 7954: Player1=5, Player2=4, Winner=1
Game 7955: Player1=3, Player2=6, Winner=2
Game 7956: Player1=3, Player2=6, Winner=2
Game 7957: Player1=1, Player2=2, Winner=2
Game 7958: Player1=5, Player2=1, Winner=1
Game 7959: Player1=1, Player2=3, Winner=2
Game 7960: Player1=2, Player2=5, Winner=2
Game 7961: Player1=5, Player2=1, Winner=1
Game 7962: Player1=4, Player2=3, Winner=1
Game 7963: Player1=3, Player2=4, Winner=2
Game 7964: Player1=5, Player2=5, Winner=0
Game 7965: Player1=1, Player2=5, Winner=2
Game 7966: Player1=5, Player2=1, Winner=1
Game 7967: Player1=1, Player2=5, Winner=2
Game 7968: Player1=4, Player2=2, Winner=1
Game 7969: Player1=4, Player2=1, Winner=1
Game 7970: Player1=5, Player2=3, Winner=1
Game 7971: Player1=6, Player2=1, Winner=1
Game 7972: Player1=5, Player2=4, Winner=1
Game 7973: Player1=4, Player2=2, Winner=1
Game 7974: Player1=5, Player2=2, Winner=1
Game 7975: Player1=4, Player2=6, Winner=2
Game 7976: Player1=5, Player2=2, Winner=1
Game 7977: Player1=2, Player2=3, Winner=2
Game 7978: Player1=1, Player2=5, Winner=2
Game 7979: Player1=5, Player2=4, Winner=1
Game 7980: Player1=1, Player2=5, Winner=2
Game 7981: Player1=2, Player2=4, Winner=2
Game 7982: Player1=1, Player2=2, Winner=2
Game 7983: Player1=1, Player2=5, Winner=2
Game 7984: Player1=3, Player2=5, Winner=2
Game 7985: Player1=2, Player2=1, Winner=1
Game 7986: Player1=5, Player2=4, Winner=1
Game 7987: Player1=1, Player2=5, Winner=2
Game 7988: Player1=5, Player2=2, Winner=1
Game 7989: Player1=1, Player2=6, Winner=2
Game 7990: Player1=1, Player2=3, Winner=2
Game 7991: Player1=6, Player2=5, Winner=1
Game 7992: Player1=3, Player2=1, Winner=1
Game 7993: Player1=5, Player2=6, Winner=2
Game 7994: Player1=2, Player2=4, Winner=2
Game 7995: Player1=2, Player2=2, Winner=0
Game 7996: Player1=5, Player2=4, Winner=1
Game 7997: Player1=4, Player2=5, Winner=2
Game 7998: Player1=6, Player2=2, Winner=1
Game 7999: Player1=5, Player2=5, Winner=0
Game 8000: Player1=1, Player2=3, Winner=2
Game 8001: Player1=2, Player2=1, Winner=1
Game 8002: Player1=6, Player2=2, Winner=1
Game 8003: Player1=3, Player2=1, Winner=1
Game 8004: Player1=5, Player2=2, Winner=1
Game 8005: Player1=6, Player2=4, Winner=1
Game 8006: Player1=5, Player2=3, Winner=1
Game 8007: Player1=6, Player2=2, Winner=1
Game 8008: Player1=5, Player2=4, Winner=1
Game 8009: Player1=4, Player2=1, Winner=1
Game 8010: Player1=3, Player2=6, Winner=2
Game 8011: Player1=3, Player2=1, Winner=1
Game 8012: Player1=2, Player2=3, Winner=2
Game 8013: Player1=1, Player2=4, Winner=2
Game 8014: Player1=2, Player2=5, Winner=2
Game 8015: Player1=2, Player2=5, Winner=2
Game 8016: Player1=1, Player2=4, Winner=2
Game 8017: Player1=3, Player2=5, Winner=2
Game 8018: Player1=2, Player2=2, Winner=0
Game 8019: Player1=6, Player2=2, Winner=1
Game 8020: Player1=6, Player2=4, Winner=1
Game 8021: Player1=3, Player2=4, Winner=2
Game 8022: Player1=4, Player2=2, Winner=1
Game 8023: Player1=6, Player2=3, Winner=1
Game 8024: Player1=6, Player2=4, Winner=1
Game 8025: Player1=2, Player2=1, Winner=1
Game 8026: Player1=2, Player2=4, Winner=2
Game 8027: Player1=5, Player2=3, Winner=1
Game 8028: Player1=6, Player2=6, Winner=0
Game 8029: Player1=5, Player2=6, Winner=2
Game 8030: Player1=5, Player2=4, Winner=1
Game 8031: Player1=6, Player2=6, Winner=0
Game 8032: Player1=4, Player2=4, Winner=0
Game 8033: Player1=4, Player2=6, Winner=2
Game 8034: Player1=5, Player2=2, Winner=1
Game 8035: Player1=4, Player2=1, Winner=1
Game 8036: Player1=3, Player2=6, Winner=2
Game 8037: Player1=6, Player2=3, Winner=1
Game 8038: Player1=4, Player2=6, Winner=2
Game 8039: Player1=4, Player2=3, Winner=1
Game 8040: Player1=6, Player2=5, Winner=1
Game 8041: Player1=2, Player2=5, Winner=2
Game 8042: Player1=6, Player2=1, Winner=1
Game 8043: Player1=2, Player2=4, Winner=2
Game 8044: Player1=6, Player2=3, Winner=1
Game 8045: Player1=4, Player2=4, Winner=0
Game 8046: Player1=6, Player2=2, Winner=1
Game 8047: Player1=6, Player2=1, Winner=1
Game 8048: Player1=1, Player2=5, Winner=2
Game 8049: Player1=5, Player2=4, Winner=1
Game 8050: Player1=6, Player2=6, Winner=0
Game 8051: Player1=2, Player2=1, Winner=1
Game 8052: Player1=4, Player2=5, Winner=2
Game 8053: Player1=6, Player2=4, Winner=1
Game 8054: Player1=6, Player2=1, Winner=1
Game 8055: Player1=2, Player2=3, Winner=2
Game 8056: Player1=6, Player2=6, Winner=0
Game 8057: Player1=6, Player2=6, Winner=0
Game 8058: Player1=5, Player2=3, Winner=1
Game 8059: Player1=6, Player2=5, Winner=1
Game 8060: Player1=4, Player2=2, Winner=1
Game 8061: Player1=5, Player2=2, Winner=1
Game 8062: Player1=2, Player2=3, Winner=2
Game 8063: Player1=2, Player2=3, Winner=2
Game 8064: Player1=2, Player2=1, Winner=1
Game 8065: Player1=6, Player2=4, Winner=1
Game 8066: Player1=6, Player2=4, Winner=1
Game 8067: Player1=5, Player2=6, Winner=2
Game 8068: Player1=1, Player2=4, Winner=2
Game 8069: Player1=6, Player2=4, Winner=1
Game 8070: Player1=4, Player2=2, Winner=1
Game 8071: Player1=2, Player2=4, Winner=2
Game 8072: Player1=2, Player2=6, Winner=2
Game 8073: Player1=1, Player2=3, Winner=2
Game 8074: Player1=4, Player2=5, Winner=2
Game 8075: Player1=6, Player2=1, Winner=1
Game 8076: Player1=2, Player2=3, Winner=2
Game 8077: Player1=2, Player2=1, Winner=1
Game 8078: Player1=6, Player2=5, Winner=1
Game 8079: Player1=1, Player2=1, Winner=0
Game 8080: Player1=2, Player2=4, Winner=2
Game 8081: Player1=6, Player2=3, Winner=1
Game 8082: Player1=5, Player2=4, Winner=1
Game 8083: Player1=5, Player2=3, Winner=1
Game 8084: Player1=5, Player2=1, Winner=1
Game 8085: Player1=6, Player2=5, Winner=1
Game 8086: Player1=5, Player2=6, Winner=2
Game 8087: Player1=4, Player2=3, Winner=1
Game 8088: Player1=1, Player2=4, Winner=2
Game 8089: Player1=2, Player2=1, Winner=1
Game 8090: Player1=5, Player2=6, Winner=2
Game 8091: Player1=3, Player2=4, Winner=2
Game 8092: Player1=6, Player2=1, Winner=1
Game 8093: Player1=3, Player2=6, Winner=2
Game 8094: Player1=3, Player2=2, Winner=1
Game 8095: Player1=5, Player2=3, Winner=1
Game 8096: Player1=2, Player2=2, Winner=0
Game 8097: Player1=2, Player2=3, Winner=2
Game 8098: Player1=5, Player2=5, Winner=0
Game 8099: Player1=3, Player2=1, Winner=1
Game 8100: Player1=5, Player2=5, Winner=0
Game 8101: Player1=6, Player2=3, Winner=1
Game 8102: Player1=3, Player2=5, Winner=2
Game 8103: Player1=6, Player2=3, Winner=1
Game 8104: Player1=3, Player2=1, Winner=1
Game 8105: Player1=5, Player2=5, Winner=0
Game 8106: Player1=4, Player2=4, Winner=0
Game 8107: Player1=4, Player2=4, Winner=0
Game 8108: Player1=2, Player2=4, Winner=2
Game 8109: Player1=6, Player2=3, Winner=1
Game 8110: Player1=1, Player2=3, Winner=2
Game 8111: Player1=5, Player2=1, Winner=1
Game 8112: Player1=1, Player2=2, Winner=2
Game 8113: Player1=6, Player2=2, Winner=1
Game 8114: Player1=1, Player2=5, Winner=2
Game 8115: Player1=5, Player2=3, Winner=1
Game 8116: Player1=1, Player2=6, Winner=2
Game 8117: Player1=3, Player2=6, Winner=2
Game 8118: Player1=2, Player2=3, Winner=2
Game 8119: Player1=3, Player2=3, Winner=0
Game 8120: Player1=5, Player2=1, Winner=1
Game 8121: Player1=1, Player2=3, Winner=2
Game 8122: Player1=3, Player2=5, Winner=2
Game 8123: Player1=1, Player2=2, Winner=2
Game 8124: Player1=1, Player2=1, Winner=0
Game 8125: Player1=1, Player2=6, Winner=2
Game 8126: Player1=4, Player2=1, Winner=1
Game 8127: Player1=5, Player2=1, Winner=1
Game 8128: Player1=2, Player2=3, Winner=2
Game 8129: Player1=6, Player2=2, Winner=1
Game 8130: Player1=3, Player2=1, Winner=1
Game 8131: Player1=4, Player2=6, Winner=2
Game 8132: Player1=1, Player2=4, Winner=2
Game 8133: Player1=3, Player2=4, Winner=2
Game 8134: Player1=2, Player2=1, Winner=1
Game 8135: Player1=3, Player2=6, Winner=2
Game 8136: Player1=1, Player2=3, Winner=2
Game 8137: Player1=6, Player2=1, Winner=1
Game 8138: Player1=6, Player2=3, Winner=1
Game 8139: Player1=1, Player2=1, Winner=0
